sample_name	age	age_unit	altitude_m	anonymized_name	body_habitat	body_product	body_site	collection_timestamp	country	dam_id	dam_institute	date_of_birth	depth	depth_m	description	diet	dna_extracted	dragon_name	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	geo_loc_name	host_class	host_common_name	host_condition	host_family	host_genus	host_kingdom	host_order	host_phylum	host_scientific_name	host_species	host_subject_id	host_superkingdom	host_taxid	latitude	latitude_deg	longitude	longitude_deg	medication_antibiotics	notes	physical_specimen_location	physical_specimen_remaining	place_of_birth	provenance	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	rearing	sample_scientific_name	sample_taxid	sample_type	scientific_name	sex	sire_id	sire_institute	title	weight_at_birth	weight_unit	zoo_animal_id
1747.c.v.v.2011009.oral		years	0.0	c.v.v.2011009.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Not applicable	GAZ:United States of America				0	0	snake oral		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	50	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011010.body		years	0.0	c.v.v.2011010.body	UBERON:skin	UBERON:sebum	UBERON:skin	Not applicable	GAZ:United States of America				0	0	snake body		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	51	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011010.fecal		years	0.0	c.v.v.2011010.fecal	UBERON:feces	UBERON:feces	UBERON:feces	Not applicable	GAZ:United States of America				0	0	snake fecal		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	51	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011010.oral		years	0.0	c.v.v.2011010.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Not applicable	GAZ:United States of America				0	0	snake oral		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	51	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011012.body		years	0.0	c.v.v.2011012.body	UBERON:skin	UBERON:sebum	UBERON:skin	Not applicable	GAZ:United States of America				0	0	snake body		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	52	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011012.fecal		years	0.0	c.v.v.2011012.fecal	UBERON:feces	UBERON:feces	UBERON:feces	Not applicable	GAZ:United States of America				0	0	snake fecal		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	52	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.c.v.v.2011012.oral		years	0.0	c.v.v.2011012.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	Not applicable	GAZ:United States of America				0	0	snake oral		true	NA	1420	1420.0	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CO	c__	prairie rattlesnake		f__Viperidae	g__Crotalus	k__Metazoa	o__Squamata	p__Chordata	Crotalus viridis viridis	s__Crotalus_viridis	52	sk__Eukaryota	8742	40.423	40.423	-104.709	-104.709			UCSDMI	false			true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			
1747.hi.five.23569.oral		years	0.0	hi.five.23569.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-16	GAZ:United States of America				0	0	hi.five.23569.oral		true	Hi Five	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	28	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23569
1747.jordy.409305.fecal		years	0.0	jordy.409305.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-11	GAZ:United States of America				0	0	jordy.409305.fecal		true	Jordy	2.73	2.73	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:FL:Jacksonville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	42	sk__Eukaryota	61221	30.404	30.404	-81.643	-81.643			UCSDMI	false		Jacksonville Zoo and Gardens	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			409305
1747.jordy.409305.forehead		years	0.0	jordy.409305.forehead	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-08	GAZ:United States of America				0	0	jordy.409305.forehead		true	Jordy	2.73	2.73	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:FL:Jacksonville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	42	sk__Eukaryota	61221	30.404	30.404	-81.643	-81.643			UCSDMI	false		Jacksonville Zoo and Gardens	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			409305
1747.jordy.409305.saliva		years	0.0	jordy.409305.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-08	GAZ:United States of America				0	0	jordy.409305.saliva		true	Jordy	2.73	2.73	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:FL:Jacksonville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	42	sk__Eukaryota	61221	30.404	30.404	-81.643	-81.643			UCSDMI	false		Jacksonville Zoo and Gardens	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			409305
1747.kawan.407319.fecal		years	0.0	kawan.407319.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-09	GAZ:United States of America				0	0	kawan.407319.fecal		true	Kawan	2.73	2.73	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:FL:Jacksonville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	41	sk__Eukaryota	61221	30.404	30.404	-81.643	-81.643			UCSDMI	false		Jacksonville Zoo and Gardens	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			407319
1747.kawan.407319.forehead		years	0.0	kawan.407319.forehead	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-08	GAZ:United States of America				0	0	kawan.407319.forehead		true	Kawan	2.73	2.73	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:FL:Jacksonville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	41	sk__Eukaryota	61221	30.404	30.404	-81.643	-81.643			UCSDMI	false		Jacksonville Zoo and Gardens	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			407319
1747.kawan.407319.saliva		years	0.0	kawan.407319.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-08	GAZ:United States of America				0	0	kawan.407319.saliva		true	Kawan	2.73	2.73	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:FL:Jacksonville	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	41	sk__Eukaryota	61221	30.404	30.404	-81.643	-81.643			UCSDMI	false		Jacksonville Zoo and Gardens	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			407319
1747.lima.991488.fecal	8	years	0.0	lima.991488.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-08-16	GAZ:United States of America				0	0	lima.fecal		true	Lima	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	35	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			991488
1747.lima.991488.saliva	8	years	0.0	lima.991488.saliva	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-08-16	GAZ:United States of America				0	0	lima.saliva		true	Lima	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	35	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			991488
1747.lima.991488.skin	8	years	0.0	lima.991488.skin	UBERON:skin	UBERON:sebum	UBERON:skin	2012-08-16	GAZ:United States of America				0	0	lima.skin		true	Lima	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:CA:Los Angeles	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	35	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Los Angeles Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	female			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			991488
1747.ocher.23292.fecal		years	0.0	ocher.23292.fecal	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-16	GAZ:United States of America				0	0	ocher.23292.fecal		true	Ocher	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	29	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23292
1747.ocher.23292.oral		years	0.0	ocher.23292.oral	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-16	GAZ:United States of America				0	0	ocher.23292.oral		true	Ocher	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	29	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23292
1747.ocher.skin		years	0.0	ocher.skin	UBERON:shoulder skin	UBERON:sebum	UBERON:skin	2012-10-16	GAZ:United States of America				0	0	ocher.skin.above.right.shoulder		true	Ocher	5.78	5.78	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:TX:Houston	c__	Komodo dragon		f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	29	sk__Eukaryota	61221	30.47	30.47	-81.67	-81.67			UCSDMI	false		Houston Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome				Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			23292
1747.rinca.37.101112	3	years	0.0	rinca.37.101113	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-11	GAZ:United States of America				0	0	rinca skin in right inguinal region	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06301
1747.rinca.38.101112	3	years	0.0	rinca.38.101113	UBERON:neck	UBERON:sebum	UBERON:skin of neck	2012-10-11	GAZ:United States of America				0	0	rinca dorsal surface at junction of neck and skull	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06302
1747.rinca.39.101112	3	years	0.0	rinca.39.101113	UBERON:skin	UBERON:sebum	UBERON:skin	2012-10-11	GAZ:United States of America				0	0	rinca skin on dorsal surface of distal 1/5 of tail	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06303
1747.rinca.40.101112	3	years	0.0	rinca.40.101113	UBERON:skin	UBERON:sebum	UBERON:throat	2012-10-11	GAZ:United States of America				0	0	rinca skin on ventral surface of throat	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06304
1747.rinca.41.101112	3	years	0.0	rinca.41.101113	UBERON:pelvis	UBERON:sebum	UBERON:skin of pelvis	2012-10-11	GAZ:United States of America				0	0	rinca dorsal surface of pelvis	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06305
1747.rinca.42.101112	3	years	0.0	rinca.42.101113	UBERON:forearm	UBERON:sebum	UBERON:skin	2012-10-11	GAZ:United States of America				0	0	rinca dorsal surface of left forearm	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06306
1747.rinca.50.101212	3	years	0.0	rinca.50.101213	UBERON:oral cavity	UBERON:saliva	UBERON:tongue	2012-10-12	GAZ:United States of America				0	0	rinca saliva on tongue	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06307
1747.rinca.51.101212	3	years	0.0	rinca.51.101213	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-12	GAZ:United States of America				0	0	rinca fecal	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06308
1747.rinca.52.101212	3	years	0.0	rinca.52.101213	UBERON:feces	UBERON:feces	UBERON:feces	2012-10-12	GAZ:United States of America				0	0	rinca fecal	mice, rats, rabbits	true	Rinca	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	19	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal distal gut	1747		organismal metagenomes	410656	Animal distal gut	gut  metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			B06309
1747.slasher.29.101112	20	years	0.0	slasher.29.101113	UBERON:pelvis	UBERON:sebum	UBERON:skin of pelvis	2012-10-11	GAZ:United States of America				0	0	slasher dorsal surface of pelvis	mice, rats, rabbits	true	Slasher	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal surface	urban biome	animal-associated habitat	sebum	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	18	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal surface	1747		organismal metagenomes	410656	Animal surface	skin metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			936300
1747.slasher.30.101112	20	years	0.0	slasher.30.101113	UBERON:mouth	UBERON:saliva	UBERON:labia	2012-10-11	GAZ:United States of America				0	0	slasher saliva accumulated on labial scale	mice, rats, rabbits	true	Slasher	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	18	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			936300
1747.slasher.31.101112	20	years	0.0	slasher.31.101113	UBERON:mouth	UBERON:saliva	UBERON:labia	2012-10-11	GAZ:United States of America				0	0	slasher saliva accumulated on labial scale	mice, rats, rabbits	true	Slasher	293.4703	293.4703	True	EMP sample	Host-associated	Animal	Animal secretion	urban biome	animal-associated habitat	saliva	host-associated	biome	terrestrial biome	anthropogenic terrestrial biome	dense settlement biome	urban biome	Not applicable	USA:GA:Atlanta	c__	Komodo dragon	healthy	f__Varanidae	g__Varanus	k__Metazoa	o__Squamata	p__Chordata	Varanus komodoensis	s__Varanus_komodoensis	18	sk__Eukaryota	61221	33.735	33.735	-84.374	-84.374	none		UCSDMI	false		Atlanta Zoo	true	Host-associated	Animal	Animal secretion	1747		organismal metagenomes	410656	Animal secretion	oral metagenome	male			Development of the oral microbiota in captive Komodo Dragons (Varanus komodoensis)			936300
